gene	n_sections_tested	n_sections_fdr_lt_0_05	n_sections_auc_gt_0_60	median_log2fc	max_log2fc	median_auc	max_auc	median_pct_positive_icaf	median_pct_positive_other	min_fdr	top_section	top_section_fdr
UBE2V2	8	1	0	-0.6612978320629093	1.7157367962854917	0.4955772082558403	0.5868134783762271	0.022417153996101363	0.027971456344998234	0.04110662070441661	IU_PDA_T8	0.04110662070441661
AFTPH	8	1	0	-0.6616652094376024	2.006430730631814	0.47772176865422566	0.5038892619103352	0.054093567251461985	0.10652979153985818	0.00205894940855123	IU_PDA_T3	0.00205894940855123
PHGDH	8	1	0	-0.662175265739843	0.2994548985476723	0.4891804322347273	0.5129890923646553	0.03360622599555286	0.07562672654628315	0.019482800090277478	IU_PDA_T3	0.019482800090277478
AACS	8	1	0	-0.6624669139306045	0.784006120959253	0.47972265104451345	0.5206228975667583	0.11395717684377478	0.11292728781140728	0.002688688941726385	IU_PDA_T3	0.002688688941726385
CEL	8	1	0	-0.6644713623085228	4.091584495196739	0.49271644539608295	0.5149692712906058	0.018235133660665575	0.03372374606289866	0.0038542558087565665	IU_PDA_T3	0.0038542558087565665
PEX13	8	1	0	-0.6650444978143312	1.1478497785735982	0.4661629399850411	0.5047864274222725	0.08277744087325653	0.12127010727347452	4.294887013516774e-05	IU_PDA_T3	4.294887013516774e-05
ATIC	8	1	1	-0.6660184769800572	0.25168753365447444	0.4661375747174267	0.6113240931878502	0.09268804887361588	0.19263387605682408	3.818911249361435e-08	IU_PDA_T3	3.818911249361435e-08
SLC35F2	8	1	0	-0.6662376983777439	0.9387916836760909	0.4876550235274194	0.5340607490415806	0.05598290598290598	0.10067577526962404	4.568280199740534e-07	IU_PDA_T3	4.568280199740534e-07
TFG	8	1	0	-0.6672516393221238	0.70200580962495	0.4481584034604362	0.5055438807165016	0.16888225718936517	0.2835286509138014	1.1310646561357835e-10	IU_PDA_T3	1.1310646561357835e-10
SPTY2D1	8	1	1	-0.6674404644563838	1.339783763136961	0.4883104773010306	0.8458173596775779	0.10498281786941581	0.1033671168650637	0.016015386390986795	IU_PDA_T6	0.016015386390986795
TTLL12	8	1	0	-0.6675083850913477	0.05834855952875827	0.46395333425450114	0.5089811621119661	0.07196669310071371	0.08888279192273923	1.004608837316674e-09	IU_PDA_T3	1.004608837316674e-09
RBBP9	8	1	0	-0.6685269891090133	0.8828528390130786	0.48487776965892615	0.5125219490781387	0.0341733486063383	0.06380417472915573	0.008429324117902766	IU_PDA_T3	0.008429324117902766
MTHFD1	8	1	0	-0.6686023768788103	-0.16935424310102717	0.4619152398938036	0.5390248697532685	0.088659793814433	0.17164491283877503	5.7807073781930196e-08	IU_PDA_T3	5.7807073781930196e-08
TMEM132A	8	1	1	-0.6701721610728791	1.9685372122740483	0.48188952788206807	0.6828123464071562	0.04939271255060729	0.08724419593715602	3.509267716802364e-10	IU_PDA_T3	3.509267716802364e-10
NCOA2	8	1	0	-0.6703797100172346	0.38352439748626566	0.4751503251790118	0.5704165561156805	0.1498281786941581	0.17343646384919073	0.00010713771282947336	IU_PDA_T3	0.00010713771282947336
RNF208	8	1	0	-0.6710217062565826	1.0839533958903151	0.49214016455317966	0.5418264032242209	0.02141157811260904	0.0431038459863062	0.046088099895215985	IU_PDA_T3	0.046088099895215985
PLOD1	8	1	0	-0.6729750138070083	-0.04748167261439493	0.4737868882098397	0.49619194974944	0.08947368421052632	0.1380223877302347	5.147189155071961e-08	IU_PDA_T3	5.147189155071961e-08
PDE3B	8	1	0	-0.6736579287726214	1.6688270081813301	0.49807932495324564	0.5538144180660104	0.024962292609351434	0.03131727895385088	0.0001771582288988735	IU_PDA_T12	0.0001771582288988735
HSPBP1	8	1	0	-0.6738454102870438	0.6346660587307882	0.49033086167248485	0.5064143545156203	0.033982436044291714	0.07014948931775013	0.0016700263303156253	IU_PDA_T3	0.0016700263303156253
TYMS	8	1	0	-0.6738636925765925	1.7704620146465249	0.4894334157790407	0.5041812993854258	0.04745300181928441	0.09453527596571046	3.798369564206921e-05	IU_PDA_T3	3.798369564206921e-05
YJEFN3	8	1	1	-0.6748190696833001	0.8001683929081006	0.48406325094145325	0.6098004521773321	0.0599290780141844	0.08482320296120571	0.02757249315083707	IU_PDA_T12	0.02757249315083707
CIB1	8	1	0	-0.6753863799540711	0.11332869779501854	0.4625735664977757	0.4804384154133491	0.15076658736452553	0.283507007408487	7.404479857781842e-13	IU_PDA_T3	7.404479857781842e-13
MEAK7	8	1	0	-0.6755602118533277	-0.1604541592306162	0.4884073342430993	0.5020961369622475	0.02656621728786677	0.07276302311969564	3.210933263384727e-07	IU_PDA_T3	3.210933263384727e-07
B4GALT7	8	1	0	-0.6762318336962759	1.0173818819124802	0.4780652226119656	0.518494484600759	0.10503707722915537	0.138266685857601	0.0008385640812890609	IU_PDA_T3	0.0008385640812890609
CIP2A	8	1	0	-0.6774703585071614	0.1701803660485653	0.4941910373439384	0.5025219298245615	0.04693434617471513	0.07859536670367029	0.04332954632053148	IU_PDA_T3	0.04332954632053148
ARHGAP32	8	1	0	-0.6792318669481408	0.042662322925880264	0.48020922992653914	0.5495183328418363	0.0664488017429194	0.12945485984710592	6.198977583828091e-11	IU_PDA_T3	6.198977583828091e-11
HENMT1	8	1	0	-0.6799219033175647	1.2172178912455456	0.4916205599680097	0.536370785412366	0.027592480291085505	0.0480215960139994	0.002692028501298383	IU_PDA_T3	0.002692028501298383
NLN	8	1	0	-0.6802420468985229	1.2187813104506748	0.47914787040184137	0.5060201167796105	0.031028906407923995	0.05904948003267981	1.0907771217120497e-06	IU_PDA_T3	1.0907771217120497e-06
BMP4	8	1	0	-0.6804440234997595	-0.10837181799025843	0.4744338846540389	0.5396638159834857	0.04410080183276059	0.08402209525015432	1.1832588175216539e-05	IU_PDA_T3	1.1832588175216539e-05
CHP1	8	1	0	-0.6810117245507086	-0.1486367541547327	0.46759057389934555	0.5037495477603553	0.11507505878097304	0.19167008074123787	0.003351736873173159	IU_PDA_T3	0.003351736873173159
CHMP2B	8	1	0	-0.6811316866005785	0.5236576886733367	0.48439295641827496	0.501347866854196	0.05718954248366013	0.10660007073880667	1.533035143878918e-05	IU_PDA_T3	1.533035143878918e-05
TMEM159	8	1	0	-0.6816815991161628	0.0696098380723206	0.468534417213996	0.501523641010518	0.08237877052310041	0.145527641407809	4.3418051674786064e-07	IU_PDA_T3	4.3418051674786064e-07
XYLT1	8	1	0	-0.6821149115732402	0.5931715482705269	0.4915022173199447	0.5182143804722739	0.09209621993127148	0.0872608799617408	0.02535831922769158	IU_PDA_T12	0.02535831922769158
C5orf30	8	1	0	-0.6821918337798867	0.4875316679188779	0.4906492953988327	0.5049001316944688	0.012846946867565424	0.03387038212008215	0.0011280336690219857	IU_PDA_T3	0.0011280336690219857
SLF2	8	1	0	-0.6822683402301543	0.17647424382187243	0.4879804251547982	0.5106792252586894	0.04600992745322642	0.06952238548942338	0.015162217870296943	IU_PDA_T3	0.015162217870296943
NDUFS7	8	1	0	-0.6828700868236939	0.7632504039061282	0.4871129410546837	0.5913201612110488	0.06195674145947039	0.07176041886036644	0.040141262341668496	IU_PDA_T9	0.040141262341668496
PTGES	8	1	0	-0.6860222050328731	1.0185981090011835	0.49428210210103785	0.5295436455293181	0.042483660130718956	0.06579236172080773	4.0285640772885775e-07	IU_PDA_T3	4.0285640772885775e-07
FHAD1	8	1	0	-0.6861123851743796	2.219680348311879	0.4906361408199643	0.5532045610930896	0.01695156695156695	0.02970900639674212	0.00020292853169121545	IU_PDA_T3	0.00020292853169121545
PLEKHB2	8	1	0	-0.6862601279027627	2.1058773246361464	0.46184323517093434	0.5574422923852481	0.1474358974358974	0.21583766627198314	0.0005337747780783176	IU_PDA_T3	0.0005337747780783176
PSMG3	8	1	0	-0.686646933355602	0.009014095635229442	0.45893586136352776	0.48743043207168096	0.09411764705882353	0.1894973913718742	1.1087908095806466e-08	IU_PDA_T3	1.1087908095806466e-08
SLC37A4	8	1	0	-0.6869747454999767	0.5472272504664226	0.4739526294610539	0.5422790720595301	0.05481099656357388	0.11537175940241412	1.6900852719712374e-05	IU_PDA_T3	1.6900852719712374e-05
SCAMP3	8	1	0	-0.6877242179577605	0.8515882978482692	0.4803365976068455	0.49745360213688045	0.03331424207712867	0.07434969184311371	0.01081404433555642	IU_PDA_T3	0.01081404433555642
LIPG	8	1	0	-0.6886476100213498	0.7496037153401955	0.49798691660289524	0.5533274353681313	0.05417956656346749	0.05760652222385186	0.000473528154935654	IU_PDA_T3	0.000473528154935654
CD58	8	1	1	-0.6890520185491358	0.6223003661300592	0.48526213913434246	0.6960090435466431	0.0809278350515464	0.09532156446884163	0.0019450452643358456	IU_PDA_T12	0.0019450452643358456
SYNJ2	8	1	0	-0.6898636315536245	1.381366957514386	0.48646612034160314	0.5079331387635978	0.043695479777954	0.07408174400033296	0.046622572322383794	IU_PDA_T3	0.046622572322383794
SMYD2	8	1	0	-0.6901529292288733	2.4616194099790087	0.47170710073622	0.5445476253648183	0.06940259053661116	0.13721517840855513	0.00019326196868081478	IU_PDA_T3	0.00019326196868081478
AGBL5	8	1	0	-0.6903310361658367	0.5562423090120969	0.4824052962714875	0.5842917526786592	0.04092060047024779	0.0752986661182446	5.820505637312994e-05	IU_PDA_T3	5.820505637312994e-05
CLIP2	8	1	0	-0.691781207897832	-0.1535124338839268	0.4720575977996315	0.5499361053769782	0.07211973232049196	0.11583991805677495	1.962876168012652e-07	IU_PDA_T3	1.962876168012652e-07
DHFR	8	1	0	-0.6919820853176387	0.613378403658605	0.4860998657541866	0.5324388086110292	0.02207977207977208	0.055827351204666795	0.04326325705784457	IU_PDA_T3	0.04326325705784457
IPO7	8	1	0	-0.6926854306359198	2.5246486535257664	0.4941896629217932	0.5750270323405092	0.014565159925984669	0.022615255304720208	0.028150162944169006	IU_PDA_T3	0.028150162944169006
ZBTB45	8	1	0	-0.692701717434927	0.32312810522694607	0.47437030738819197	0.5060627370753953	0.03827796869033982	0.08743443307635589	2.3098670740642448e-10	IU_PDA_T3	2.3098670740642448e-10
HIST1H2BB	8	1	0	-0.6929505500979094	-0.05337854340979908	0.4654500894149155	0.4902162282828749	0.1354861532241763	0.2616656026573878	2.568318634613631e-06	IU_PDA_T3	2.568318634613631e-06
WDR54	8	1	0	-0.6944538306988337	1.111405482457011	0.48866840175203075	0.5082097344755573	0.028451586820295128	0.06278952530822478	0.0014194902366376717	IU_PDA_T3	0.0014194902366376717
SLC25A24	8	1	0	-0.6954637525958207	0.31831391321814134	0.47159178350217196	0.5013886643727532	0.088659793814433	0.1286610595603561	0.00135852963187593	IU_PDA_T3	0.00135852963187593
IRAK2	8	1	0	-0.6956429707064213	2.125508152453506	0.4790607372670197	0.5080366357069144	0.04200370076658737	0.0773002895606123	2.3035948276744433e-08	IU_PDA_T3	2.3035948276744433e-08
SUGT1	8	1	0	-0.6958071925942384	0.11660427696374093	0.48108898552349944	0.5007429026266914	0.11991805445413693	0.1653685659677781	0.024215018584599977	IU_PDA_T3	0.024215018584599977
GIT1	8	1	0	-0.6984211162186311	0.10213114103171528	0.46909532184857755	0.4982880323919051	0.09445650207994212	0.15726479123621828	0.0005841890485399874	IU_PDA_T3	0.0005841890485399874
C1orf159	8	1	0	-0.6985303539828804	2.6743542426431124	0.49079645707292974	0.5941216946820014	0.027412106793550092	0.04253704576488233	0.003924575138884069	IU_PDA_T3	0.003924575138884069
HIST1H2AI	8	1	0	-0.6989955570943909	1.4059957215068062	0.46631391889498325	0.5082310446234497	0.07322619769557306	0.15076700351402492	2.8533624347965952e-05	IU_PDA_T3	2.8533624347965952e-05
ELMO3	8	1	0	-0.6993688264821337	0.9286400029407602	0.48067894467188604	0.5211992570973734	0.028451586820295128	0.06948333463227811	0.00010982328437198705	IU_PDA_T3	0.00010982328437198705
DTX2	8	1	1	-0.6994941051256729	0.05531154892526718	0.4777818409723268	0.6020593728497002	0.07812971342383107	0.12641115082275944	7.059900272020026e-05	IU_PDA_T3	7.059900272020026e-05
AGTRAP	8	1	0	-0.7017846091625393	1.3186042920670047	0.4875648845555504	0.5041295014106371	0.06411647675890758	0.09083451809739887	3.954250553429565e-09	IU_PDA_T3	3.954250553429565e-09
GATA2	8	1	0	-0.7018855533530683	1.607248687504373	0.5005611163577752	0.5410624745900529	0.016283372984403913	0.016041575697086894	0.0001313614308057203	IU_PDA_T12	0.0001313614308057203
RHOG	8	1	0	-0.7023471844967328	-0.19277885813198367	0.46520069776054757	0.5354860906320653	0.10641025641025642	0.1653334573007075	0.00015609842704313026	IU_PDA_T3	0.00015609842704313026
IMPA2	8	1	0	-0.7031368384165364	1.401494071379988	0.48781316830142835	0.5049680296664983	0.023965141612200435	0.05796579664588741	3.59953411011634e-06	IU_PDA_T3	3.59953411011634e-06
NRIP1	8	1	0	-0.7032779579365658	0.23288329028441535	0.46042660233229704	0.5333039707277409	0.20824742268041238	0.27279008578756525	9.980437601847562e-10	IU_PDA_T3	9.980437601847562e-10
GOLT1B	8	1	0	-0.7040445476445444	0.08741808665213179	0.47701676286558736	0.5028920137967631	0.09810996563573884	0.14327764058382755	0.023708642739362785	IU_PDA_T3	0.023708642739362785
JAG1	8	1	0	-0.7040613048220339	0.35944161560636767	0.470141985505907	0.535135026919144	0.10263157894736842	0.1926340631692762	2.7528511754419113e-09	IU_PDA_T3	2.7528511754419113e-09
STAMBP	8	1	0	-0.7044178790929855	-0.20011620196463958	0.47119509807140403	0.4920326684567191	0.0929553264604811	0.1626292567045076	0.000155586294232506	IU_PDA_T3	0.000155586294232506
NDC80	8	1	0	-0.7050271115627926	0.5439691558295386	0.4907415804106403	0.496403912543153	0.023467173087357567	0.0546758290504846	0.014959603332477754	IU_PDA_T3	0.014959603332477754
SRI	8	1	0	-0.7057030016136067	0.11121685630065914	0.46941407789604583	0.4824654181003626	0.05698005698005698	0.10627996955580496	0.010910231466844842	IU_PDA_T3	0.010910231466844842
OSBP	8	1	0	-0.7059500101700843	0.5912496903119157	0.4561148038145836	0.5049519456165026	0.13029782359679265	0.2175967906398431	0.004765741020286245	IU_PDA_T3	0.004765741020286245
PDZD4	8	1	1	-0.7060695438955265	1.8147949813546782	0.49956130618528644	0.7064287820701858	0.026733373761875887	0.04861162819558203	0.013248430677668675	IU_PDA_T6	0.013248430677668675
PLCB2	8	1	0	-0.7075178108142341	0.3423014116632136	0.48617212091498196	0.5056338703490603	0.054093567251461985	0.06532960199004975	0.004168699524819381	IU_PDA_T3	0.004168699524819381
CCSAP	8	1	0	-0.7076952869785679	-0.050783693487278125	0.48717086756216377	0.5251525603608385	0.045413692836373254	0.06187434145078026	0.009611946701153045	IU_PDA_T3	0.009611946701153045
HIST1H2AB	8	1	0	-0.7078035538983648	0.32601203417178065	0.5011497512933659	0.5467905239359088	0.10173453996983409	0.11206905162306667	0.005457417500472057	IU_PDA_T3	0.005457417500472057
SPATA2	8	1	0	-0.7082992949813718	-0.1739826616380663	0.48664829866413517	0.5232422393207747	0.03521870286576169	0.05590060100894155	0.0029934290732142005	IU_PDA_T3	0.0029934290732142005
RNF115	8	1	0	-0.7083515680782547	0.7485998451270136	0.4725653130268419	0.5412788441400042	0.11878278169650931	0.1601953683842951	0.000698055218379224	IU_PDA_T3	0.000698055218379224
ATXN7L3	8	1	0	-0.7084558698996692	0.25006519391140797	0.47210653659237645	0.5430059962646221	0.1179236751672997	0.1708451687918468	0.004452954191022837	IU_PDA_T3	0.004452954191022837
RALGPS2	8	1	0	-0.7086224568254903	2.073456711623155	0.49492886602088515	0.5262401229148376	0.046286016389109175	0.06087242426132701	0.002536575478699619	IU_PDA_T12	0.002536575478699619
ZCCHC9	8	1	0	-0.7087235738796405	0.5493694531280328	0.4895707474687963	0.5206686123640223	0.04693434617471513	0.06149146314184635	0.012021106298055995	IU_PDA_T3	0.012021106298055995
DPP3	8	1	0	-0.7099626907035399	1.225691301170027	0.4701419406313754	0.5044698035204365	0.031199131850244165	0.06607151218141807	2.241596867730912e-05	IU_PDA_T3	2.241596867730912e-05
KIAA1671	8	1	0	-0.7101225607735373	0.2561882549786264	0.4718552257404296	0.5250909269635309	0.04391550434606832	0.11847039675593907	0.00918981913860219	IU_PDA_T3	0.00918981913860219
IFIT3	8	1	0	-0.7101442220301462	0.8528493883210666	0.4770783308340697	0.5135157818871737	0.06367521367521367	0.1488190674411611	1.0669283602578828e-07	IU_PDA_T3	1.0669283602578828e-07
PACSIN3	8	1	0	-0.7101842316820939	2.215614462375551	0.4812412097211025	0.503989244951712	0.03778280542986426	0.09469911273079143	0.00012722321182095329	IU_PDA_T3	0.00012722321182095329
NUDT19	8	1	0	-0.7115814936254058	1.929418040307294	0.47076304674320335	0.5579729371185991	0.09166005815490352	0.10347892888498683	0.00011150232425620501	IU_PDA_T3	0.00011150232425620501
PAF1	8	1	1	-0.7117928959018973	2.5313658359894724	0.46414399242275484	0.6330974147252532	0.10555555555555556	0.14283061966418573	9.383463725043573e-05	IU_PDA_T12	9.383463725043573e-05
IQCG	8	1	0	-0.7120044585545302	-0.026496186606039532	0.4916265451725398	0.4996537100967481	0.022608066558147948	0.04534034118000248	0.001516222416130075	IU_PDA_T3	0.001516222416130075
PPP3CA	8	1	0	-0.7120075686773146	0.06404626244619543	0.46537078677633376	0.5865280644844195	0.09306987399770905	0.15865712616478594	3.6624909423767914e-05	IU_PDA_T3	3.6624909423767914e-05
H2AFY	8	1	0	-0.7122499075177591	-0.06524036551629427	0.43580648044967796	0.4728748585548345	0.18247422680412373	0.30603988809639004	1.205771109689999e-11	IU_PDA_T3	1.205771109689999e-11
BBOF1	8	1	0	-0.712660168582261	0.6836950289614795	0.49108274789411904	0.5337658507814804	0.01785032455135548	0.038213201505416586	0.01519353984483809	IU_PDA_T3	0.01519353984483809
KCNQ1	8	1	0	-0.7136043961614358	1.260072653261842	0.48908670503746826	0.5313457726128136	0.027207977207977206	0.05754593833097882	2.4388044613264857e-06	IU_PDA_T3	2.4388044613264857e-06
DFFA	8	1	0	-0.713739743869077	-0.13237416778381103	0.4619671209396578	0.5051951750840973	0.11786941580756014	0.18728302170235006	8.879016195532695e-09	IU_PDA_T3	8.879016195532695e-09
SRPK1	8	1	0	-0.7151864807886028	2.9183654715915703	0.48415369585938584	0.5845129263737344	0.04537404176579435	0.08731526192566579	0.0007726987912304738	IU_PDA_T3	0.0007726987912304738
BRSK2	8	1	0	-0.71564223686287	1.903237301756697	0.4998993305710735	0.512258374502581	0.0	0.003672385685570029	0.04538689346472064	IU_PDA_T12	0.04538689346472064
PRPF40A	8	1	0	-0.7158768006145011	0.9556394930165183	0.457190073343311	0.524461386012019	0.15053455517373043	0.22676785733046007	0.008095640697594608	IU_PDA_T3	0.008095640697594608
ALKBH6	8	1	0	-0.7160577149715208	0.26377123227490734	0.4796017903265718	0.494111262499134	0.03557504873294347	0.11188411072949146	0.015675796265478693	IU_PDA_T3	0.015675796265478693
VAMP8	8	1	0	-0.716836657771904	-0.20147108703535244	0.4532763961336035	0.5216012975523444	0.21846418186624372	0.4017878169483876	7.361893142815126e-20	IU_PDA_T3	7.361893142815126e-20
CARM1	8	1	0	-0.7195377612996038	0.10021950501059308	0.48116127563965266	0.5038471743167949	0.08319088319088319	0.11640004620881675	0.019231357829529186	IU_PDA_T3	0.019231357829529186
MIEN1	8	1	0	-0.7198230104403225	-0.0008000007825806753	0.4510874796273173	0.5028774840148332	0.06549423893268647	0.17358110916003666	5.928447317220131e-09	IU_PDA_T3	5.928447317220131e-09
SLC35C1	8	1	0	-0.7204791267106704	0.07624131771888311	0.4702805260895255	0.4994080471714816	0.05164746310895492	0.10625294527627185	0.002762883154312864	IU_PDA_T3	0.002762883154312864
CMBL	8	1	0	-0.7211276291141717	0.038298063343626086	0.45784283552771315	0.557038238474393	0.11357388316151203	0.2101379156066778	2.0625859259547094e-18	IU_PDA_T3	2.0625859259547094e-18
EZH2	8	1	0	-0.7234767009469747	1.1684458561474123	0.4841926750001001	0.5668436056227268	0.0514274385408406	0.08705827771193313	0.015162217870296943	IU_PDA_T3	0.015162217870296943
METTL18	8	1	1	-0.7263431033211162	1.4359310591417642	0.4873479626594685	0.6161407647694879	0.02587426723266626	0.04517209841006352	0.010449687166305942	IU_PDA_T3	0.010449687166305942
ATP13A2	8	1	0	-0.7266675431380287	0.2675812483844048	0.4827229744935343	0.49978908312742	0.05896183758364985	0.0833748329713152	0.01383990884532837	IU_PDA_T3	0.01383990884532837
BRAP	8	1	0	-0.7272764670407591	1.1890343748717744	0.48338262062796533	0.5173536860417677	0.04580394284680774	0.0924985303221846	0.023282186934549587	IU_PDA_T3	0.023282186934549587
PRTFDC1	8	1	0	-0.7296626062064782	1.5570349570545867	0.4906454894275312	0.5037292758811747	0.031106612685560052	0.05754520337226241	0.004327808723881897	IU_PDA_T3	0.004327808723881897
IDI1	8	1	0	-0.7299067160610904	0.7668714489954426	0.47950001243108786	0.5377218827096384	0.19743589743589746	0.2333122626453828	0.0032914529531084817	IU_PDA_T3	0.0032914529531084817
AOC2	8	1	1	-0.7300227702695968	3.2309845892282922	0.49906161787156167	0.6567384252432911	0.0077055247158339946	0.008884922965071703	5.83029626375423e-06	IU_PDA_T6	5.83029626375423e-06
ZFYVE19	8	1	0	-0.7306913174652827	0.8286004117838055	0.49044800692557666	0.5696451390936793	0.04672364672364672	0.06351811831014131	0.00020716249169204477	IU_PDA_T3	0.00020716249169204477
QPCT	8	1	0	-0.7307609938238917	0.8582224321165735	0.4887826073005857	0.5496948792783232	0.09674922600619196	0.10872420531991145	0.019249984999260353	IU_PDA_T3	0.019249984999260353
TRIM14	8	1	0	-0.7308350839619411	0.2626692528119025	0.46781918176253146	0.5050165885350515	0.03846888125238641	0.08492236350748249	0.0006676015764552022	IU_PDA_T3	0.0006676015764552022
NOL10	8	1	0	-0.7310104877218542	0.20808429944413345	0.4818464350820363	0.5015561667631732	0.11099656357388316	0.14389462329513011	0.04828837796635416	IU_PDA_T3	0.04828837796635416
MED18	8	1	0	-0.7310776902927146	1.472669304617025	0.4917437513136617	0.5551213997837413	0.019515669515669513	0.03381499096694106	0.04821721289363943	IU_PDA_T3	0.04821721289363943
EFNB1	8	1	0	-0.7314460651998598	0.1324456845933344	0.47843946868311626	0.49130013212291695	0.04682860998650472	0.1315335137789429	0.0011848624769341823	IU_PDA_T3	0.0011848624769341823
TMEM250	8	1	0	-0.7339738169900974	-0.03881455586757012	0.4847280188944512	0.4978062745629489	0.05208898534997287	0.07931064805065038	0.003866853533855613	IU_PDA_T3	0.003866853533855613
EGFLAM	8	1	0	-0.7368177825047553	1.2345321992072986	0.49911911955599214	0.5162739161502544	0.022417153996101363	0.02571554072318217	0.006297508230036464	IU_PDA_T3	0.006297508230036464
HIP1	8	1	0	-0.7371139632246818	-0.06322053706518688	0.477360001014153	0.5018066492698735	0.04686903398243604	0.10396523402574179	0.0003771907977906199	IU_PDA_T3	0.0003771907977906199
PLD1	8	1	0	-0.7376467013587766	0.504444945080849	0.48594017339928713	0.5044531171820275	0.02786377708978328	0.04858455719777961	0.019866734303699157	IU_PDA_T3	0.019866734303699157
C10orf113	8	1	0	-0.7388155707650406	1.7825121088614537	0.48982506191074493	0.5120615437071133	0.006000528680941052	0.034411582766722806	0.0033803132960452185	IU_PDA_T3	0.0033803132960452185
GSTCD	8	1	1	-0.7394184440465172	1.034818599963392	0.49045120700720995	0.7192077066745306	0.03331424207712867	0.07587966666804621	0.03888695270479744	IU_PDA_T3	0.03888695270479744
NOXA1	8	1	1	-0.7396309835533009	0.6687752809721724	0.48420987501202406	0.6345227563157377	0.031106612685560052	0.06630375429322106	0.00014818782380702437	IU_PDA_T3	0.00014818782380702437
GFER	8	1	0	-0.7401470207041643	1.1602957367209414	0.4726194154998999	0.5670469620589016	0.05097365406643757	0.0893115990016541	1.667622844908818e-05	IU_PDA_T3	1.667622844908818e-05
VAPA	8	1	0	-0.7406700653149684	0.5827051613343359	0.47668008671400014	0.521809434636376	0.0796061326989162	0.11407647066929338	0.001738064033994547	IU_PDA_T3	0.001738064033994547
FUT1	8	1	0	-0.7408479576994441	2.541674518810376	0.49497570173063477	0.5184399044839479	0.012001057361882103	0.027723352421026685	0.045942678939415435	IU_PDA_T3	0.045942678939415435
C6orf141	8	1	0	-0.7410771655893679	1.569595226662816	0.4931585064425664	0.5061160124451264	0.019515669515669513	0.029862956308221725	0.0018869794511565331	IU_PDA_T12	0.0018869794511565331
CALHM5	8	1	0	-0.7412288173263603	2.423823976038524	0.4927989326652136	0.5115836259877086	0.020889853499728703	0.023903757947018607	0.017759844418402358	IU_PDA_T3	0.017759844418402358
DTL	8	1	1	-0.7445486024967385	1.090006958686829	0.4958846107075342	0.6174186572299224	0.012001057361882103	0.03333231989858436	0.003341641399787168	IU_PDA_T3	0.003341641399787168
EMP2	8	1	1	-0.7474865302244904	0.9724788618134018	0.4693481264069067	0.6132655067335103	0.08312186095691251	0.1574870252105633	2.824434856136019e-06	IU_PDA_T3	2.824434856136019e-06
MPHOSPH6	8	1	0	-0.7499414892164475	0.871395615601858	0.49360747539392824	0.5086445126973497	0.022417153996101363	0.022145451016177323	0.0030823403298629393	IU_PDA_T3	0.0030823403298629393
LIG1	8	1	0	-0.7500121005114793	1.4630753563527006	0.4713689666754927	0.5015636321016068	0.05346674752375177	0.09536665938910029	0.0003869077184110965	IU_PDA_T3	0.0003869077184110965
SCIN	8	1	0	-0.7501324339545756	1.2769487969243507	0.4854915233442981	0.5474540450211344	0.02207977207977208	0.053975164926127556	0.000938589833699916	IU_PDA_T3	0.000938589833699916
NSUN5	8	1	0	-0.7502848340384888	-0.17589467617495133	0.47987107211321406	0.5059564871318653	0.026903599204196056	0.07943566664143806	0.0005016660548074165	IU_PDA_T3	0.0005016660548074165
FSCN1	8	1	0	-0.750440771330658	-0.10665212119050173	0.462444229338669	0.5335692519414136	0.10759045886395796	0.2686469499237702	2.990094604270118e-20	IU_PDA_T3	2.990094604270118e-20
LRPPRC	8	1	0	-0.7510562355445652	1.3393744140724508	0.47765844229940946	0.5258412180880535	0.07980145093547156	0.10628231119153503	0.029908394399289273	IU_PDA_T3	0.029908394399289273
NTN4	8	1	0	-0.7511723143196871	-0.08898343829978897	0.47404165019680794	0.5188489137914086	0.03623481781376518	0.09831397097228597	0.0019840599636746265	IU_PDA_T3	0.0019840599636746265
CYTH3	8	1	0	-0.7521283019352722	0.5981086378026055	0.4810709108028892	0.5892067236803303	0.062490087232355274	0.0827964828561329	0.0005930600843375286	IU_PDA_T3	0.0005930600843375286
SNRNP35	8	1	0	-0.7530266194234796	0.20627764189914857	0.48954318387802864	0.5779514400865035	0.0796590007930214	0.08638600372491793	0.03251464563398172	IU_PDA_T3	0.03251464563398172
PTPN9	8	1	0	-0.7563914041494479	0.5343821830004433	0.47434283791995385	0.501804106247459	0.05598290598290598	0.10656566213996857	0.0007607753168178609	IU_PDA_T3	0.0007607753168178609
SYN2	8	1	0	-0.7584967486843556	3.6558970207892023	0.49973467763332446	0.5093493205534132	0.0	0.0017636914309521843	0.0005965792625200999	IU_PDA_T12	0.0005965792625200999
TIPRL	8	1	0	-0.7587508855928438	0.2069205319652723	0.47118297797118186	0.5469379730659589	0.08328811720021703	0.15502333926406858	4.455362702394983e-06	IU_PDA_T3	4.455362702394983e-06
EFL1	8	1	0	-0.7588023908145616	2.2935297624607287	0.4927989998822417	0.5257544480487565	0.03484154257350133	0.051516323886954166	0.034441860781226914	IU_PDA_T12	0.034441860781226914
USP14	8	1	0	-0.7595944819294667	0.16984254848909164	0.4627775777385056	0.4943421557345608	0.1430874966957441	0.2149509826549847	0.03776331632746869	IU_PDA_T3	0.03776331632746869
