module	orig.ident	first_type	n_high_spots	n_other_spots	high_neighbor_fraction	other_neighbor_fraction	delta_neighbor_fraction	enrichment_ratio
KCNMA1_KCNMB4	IU_PDA_T8	Normal Epithelial cells	31	3748	0.008602150537634409	0.12122020633226357	-0.11261805579462916	0.07172878122051282
KCNMA1_KCNMB4	IU_PDA_T8	iCAF	31	3748	0.002150537634408602	0.0025969405905371737	-0.00044640295612857154	0.834478016425398
KCNMA1_KCNMB4	IU_PDA_T8	B cells	31	3748	0.015053763440860216	0.00825329064389895	0.006800472796961266	1.8141070491696796
KCNMA1_KCNMB4	IU_PDA_T8	DCs	31	3748	0.002150537634408602	0.0011028103877623633	0.0010477272466462388	1.8710660111568937
KCNMA1_KCNMB4	IU_PDA_T8	SPP1-TAM	31	3748	0.01935483870967742	0.012931341159729735	0.006423497549947685	1.4929268193666803
KCNMA1_KCNMB4	IU_PDA_T8	PVL	31	3748	0.0	0.0003023834934187122	-0.0003023834934187122	0.248519140659535
KCNMA1_KCNMB4	IU_PDA_T8	C1Q-TAM	31	3748	0.002150537634408602	0.0016720028459622904	0.0004785347884463118	1.2700530586261232
KCNMA1_KCNMB4	IU_PDA_T8	CD4+ cells	31	3748	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T8	FCN1-TAM	31	3748	0.0	0.0003023834934187122	-0.0003023834934187122	0.248519140659535
KCNMA1_KCNMB1	IU_PDA_T9	myCAF	118	3408	0.8711864406779659	0.8980046948356869	-0.02681825415772099	0.9701390558228542
KCNMA1_KCNMB1	IU_PDA_T9	Tumor Epithelial cells	118	3408	0.0005649717514124294	0.0029538341158059445	-0.002388862364393515	0.21774979458467908
KCNMA1_KCNMB1	IU_PDA_T9	Normal Epithelial cells	118	3408	0.021468926553672316	0.022007042253521316	-0.0005381156998490004	0.9756586297851181
KCNMA1_KCNMB1	IU_PDA_T9	iCAF	118	3408	0.042372881355932215	0.05557511737089183	-0.013202236014959616	0.762870082033055
KCNMA1_KCNMB1	IU_PDA_T9	B cells	118	3408	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T9	DCs	118	3408	0.01638418079096045	0.007198748043818452	0.009185432747142	2.258494291349246
KCNMA1_KCNMB1	IU_PDA_T9	SPP1-TAM	118	3408	0.0	0.00019561815336463222	-0.00019561815336463222	0.33827421916357864
KCNMA1_KCNMB1	IU_PDA_T9	PVL	118	3408	0.03615819209039548	0.0032863849765258214	0.03287180711386966	10.70704965375605
KCNMA1_KCNMB1	IU_PDA_T9	C1Q-TAM	118	3408	0.0022598870056497176	0.0017410015649452265	0.0005188854407044911	1.2818495380909298
KCNMA1_KCNMB1	IU_PDA_T9	CD4+ cells	118	3408	0.0016949152542372883	0.001310641627543037	0.00038427362669425126	1.2724105252469784
KCNMA1_KCNMB1	IU_PDA_T9	FCN1-TAM	118	3408	0.006779661016949153	0.007218309859154913	-0.0004386488422057598	0.9400614553567955
KCNMA1_KCNMB4	IU_PDA_T9	myCAF	108	3418	0.8925925925925925	0.8972498537156293	-0.004657261123036771	0.994809982858132
KCNMA1_KCNMB4	IU_PDA_T9	Tumor Epithelial cells	108	3418	0.001851851851851852	0.0029061829529939518	-0.0010543311011420998	0.6492791298373712
KCNMA1_KCNMB4	IU_PDA_T9	Normal Epithelial cells	108	3418	0.019753086419753086	0.022059684025746235	-0.0023065976059931485	0.8959101761869336
KCNMA1_KCNMB4	IU_PDA_T9	iCAF	108	3418	0.032098765432098775	0.05586112736493056	-0.023762361932831787	0.5753773547506646
KCNMA1_KCNMB4	IU_PDA_T9	B cells	108	3418	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T9	DCs	108	3418	0.012345679012345678	0.007353228008582002	0.004992451003763676	1.6698374178295805
KCNMA1_KCNMB4	IU_PDA_T9	SPP1-TAM	108	3418	0.0	0.00019504583577140627	-0.00019504583577140627	0.3389303893700007
KCNMA1_KCNMB4	IU_PDA_T9	PVL	108	3418	0.0308641975308642	0.003549834211039594	0.027314363319824606	8.483727134018114
KCNMA1_KCNMB4	IU_PDA_T9	C1Q-TAM	108	3418	0.0024691358024691358	0.0017359079383655154	0.0007332278641036204	1.3993816077490264
KCNMA1_KCNMB4	IU_PDA_T9	CD4+ cells	108	3418	0.0012345679012345679	0.0013263116832455638	-9.174378201099592e-05	0.9356776060319204
KCNMA1_KCNMB4	IU_PDA_T9	FCN1-TAM	108	3418	0.005555555555555556	0.007255705090696297	-0.0017001495351407414	0.7688665445150679
