gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
MED23	10	7	3	0.0406918348774725	0.0571602202284111	0.102917539402853	0.563775516315722
CDC42EP5	10	5	5	0.0406056864194638	-0.00240273960371704	0.610298655976554	0.906590313775391
IRF6	10	6	4	0.0405721097722928	0.0145740839964678	0.126278928554698	0.5991146130562
RAB17	10	7	3	0.0405172063466917	0.0225236314049499	0.0831311427008039	0.563775516315722
CNKSR1	10	5	5	0.0405008704932779	0.0176474821598786	0.262192602406773	0.745071428368784
TXN	10	5	5	0.0404705747446566	0.00052147199283803	0.610298655976554	0.906590313775391
SPP1	10	5	5	0.0404350501828635	-0.00186117649015905	0.759765825978067	0.972318037896177
ERN2	10	5	5	0.0403672570728504	0.00200514620111023	0.540817904242618	0.885858208708872
ERGIC3	10	5	5	0.040247131424438	0.00609810465275444	0.414823067184775	0.801438715296161
METRNL	10	7	3	0.040244552341519	0.0287048395708521	0.102917539402853	0.563775516315722
EHF	10	6	4	0.0401954733936112	0.00776724167391632	0.759765825978067	0.972318037896177
NAB2	10	6	4	0.0399040186938985	0.0533901975924111	0.0831311427008039	0.563775516315722
PRPF19	10	7	3	0.0398245926349513	0.0372109447005717	0.0831311427008039	0.563775516315722
TRNP1	10	6	4	0.0397636420025186	0.0158933240407507	0.185143724157873	0.639760209321045
DYNC2H1	10	5	5	0.0396539265282573	0.00939438355650198	1	1
TWF1	10	7	3	0.0395746314125739	0.0507387310058919	0.153576396549984	0.639760209321045
ITGA2	10	6	4	0.0395704955730432	0.0167056878357831	0.414823067184775	0.801438715296161
ZMIZ2	10	5	5	0.0395197912148993	0.00127691806860632	0.759765825978067	0.972318037896177
STRN4	10	8	2	0.0394821425407654	0.0197028817831179	0.0414910873877316	0.522805623801352
LRG1	10	7	3	0.039356567861302	0.0148238305590452	0.102917539402853	0.563775516315722
ASL	10	5	5	0.0392020300316406	0.00896107214279153	0.414823067184775	0.801438715296161
TCF7L2	10	6	4	0.0391949624362856	0.0116959284054695	0.414823067184775	0.801438715296161
CLCN3	10	5	5	0.0391403118939824	0.00410525751622086	0.475532659596901	0.847532852165475
ADD3	10	6	4	0.0391048637437026	0.0163594811162292	0.475532659596901	0.847532852165475
LRATD2	10	7	3	0.0390089619478694	0.0335849830260973	0.126278928554698	0.5991146130562
NOL4L	10	6	4	0.0389829105971005	0.0242263431597769	0.153576396549984	0.639760209321045
DDAH1	10	8	2	0.0389324103000497	0.0395017828659611	0.153576396549984	0.639760209321045
HS3ST1	10	6	4	0.0389216334794807	0.0313069784126365	0.126278928554698	0.5991146130562
HERC4	10	6	4	0.0389085093638113	0.0263465000584009	0.185143724157873	0.639760209321045
PDIA6	10	5	5	0.0389053033366932	0.00289487103629549	0.475532659596901	0.847532852165475
FOXP4	10	6	4	0.0388449782228008	0.0290040193876815	0.22127181567247	0.690320734028443
OGA	10	8	2	0.038837616082767	0.0391745466920063	0.0665457213437161	0.559405962996023
TSPAN3	10	5	5	0.0387854619655445	0.0159743983754542	0.22127181567247	0.690320734028443
XRCC5	10	6	4	0.0387603692338681	0.0750183964774101	0.540817904242618	0.885858208708872
RAB11A	10	6	4	0.0387576312512315	0.0279109130920387	0.308063229907199	0.77534119209603
RABGAP1	10	6	4	0.0387310939311462	0.0389399973866454	0.126278928554698	0.5991146130562
RAB2A	10	6	4	0.0387240717329804	0.0360337644766186	0.185143724157873	0.639760209321045
GRHL2	10	6	4	0.0386393261668491	0.017473578171041	0.262192602406773	0.745071428368784
ZNF189	10	8	2	0.0385631880964317	0.0331667630765374	0.0665457213437161	0.559405962996023
CDHR5	10	6	4	0.0385563061087264	0.0415953073980513	0.102917539402853	0.563775516315722
ITGB1	10	7	3	0.0385529574997426	0.0383549797871996	0.414823067184775	0.801438715296161
HSBP1L1	10	5	5	0.0385418235940646	0.00526668711141857	0.262192602406773	0.745071428368784
CCDC85C	10	6	4	0.0384452281884395	0.0362076974371297	0.102917539402853	0.563775516315722
SIRT2	10	7	3	0.0383534178755015	0.0437785645735019	0.0323129112432441	0.513958086545659
GCN1	10	5	5	0.0383403657407541	0.0116907135337444	0.414823067184775	0.801438715296161
SERPINA3	10	4	6	0.0381806628609922	-0.00404475199415721	1	1
ADH1C	10	4	6	0.0380882466092787	-0.00201242892051318	0.683480902201426	0.943844307269161
APLP2	10	6	4	0.0380642100734307	0.0478924292718846	0.918812683274642	1
ERCC5	10	5	5	0.0379308306882805	0.0160446956219743	0.683480902201426	0.943844307269161
TRPM4	10	6	4	0.0378946075921399	0.0298243176062264	0.414823067184775	0.801438715296161
TNRC18	10	6	4	0.0378143614826179	0.0318135349149749	0.0831311427008039	0.563775516315722
AP3M1	10	7	3	0.0377778014273345	0.0413094778300214	0.153576396549984	0.639760209321045
EMP2	10	7	3	0.0377771924423812	0.0204347007021873	0.262192602406773	0.745071428368784
AP1G1	10	6	4	0.0377179506387559	0.0440438396035309	0.153576396549984	0.639760209321045
SLC25A13	10	5	5	0.0377122154096676	0.0160607700662071	0.358951435852626	0.801438715296161
MYO19	10	9	1	0.0375857566116934	0.0353736442612925	0.0190588916017305	0.476904740941323
RASGEF1B	10	6	4	0.0375395052843586	0.00839124470210929	0.475532659596901	0.847532852165475
SEPHS2	10	6	4	0.037460014064166	0.0296064446512365	0.475532659596901	0.847532852165475
FNIP2	10	5	5	0.0374596924714358	0.0115416409602067	0.358951435852626	0.801438715296161
CHURC1	10	7	3	0.0374561119776346	0.0464072469369146	0.102917539402853	0.563775516315722
FAM120A	10	7	3	0.0374096002062976	0.0401379842977318	0.22127181567247	0.690320734028443
COX7A2	10	5	5	0.0373871203472178	-0.00693464479037836	0.540817904242618	0.885858208708872
GMDS	10	4	6	0.0373775418242795	-0.00736378587524522	0.540817904242618	0.885858208708872
SH3TC1	10	5	5	0.0373341572434844	0.00968590477158164	0.262192602406773	0.745071428368784
KIAA0319L	10	7	3	0.0373153878374783	0.0258036191546636	0.153576396549984	0.639760209321045
KRT23	10	8	2	0.0372117568343243	0.0199150509867217	0.0249324556028631	0.476904740941323
DNAJC3	10	6	4	0.0371587582328301	0.00214754009827406	0.540817904242618	0.885858208708872
PCYT2	10	7	3	0.0369712982448727	0.03419185967542	0.102917539402853	0.563775516315722
BICDL2	10	7	3	0.036948493017477	0.016207177576445	0.185143724157873	0.639760209321045
TMC6	10	7	3	0.0369379681531025	0.0319656811347435	0.262192602406773	0.745071428368784
S100A4	10	5	5	0.0369303837181257	0.0306875757468376	0.610298655976554	0.906590313775391
USH1C	10	5	5	0.036923113166836	0.0012946448472392	0.358951435852626	0.801438715296161
PLS1	10	5	5	0.036887194291105	0.00506217781150386	0.475532659596901	0.847532852165475
ASS1	10	8	2	0.0368803552523913	0.0256586447984866	0.0831311427008039	0.563775516315722
ACTR3C	10	7	3	0.036860941095792	0.0190827550422826	0.540817904242618	0.885858208708872
GSPT1	10	9	1	0.0368257678921848	0.0269138613892941	0.0527870006322246	0.559405962996023
EHBP1L1	10	6	4	0.036776219389162	0.0278102393051957	0.262192602406773	0.745071428368784
FGFR3	10	5	5	0.0367508571425483	0.00994066381396884	0.22127181567247	0.690320734028443
HABP2	10	5	4	0.0367441113146331	0.00786328874320922	0.192517572436471	0.664191317323698
EIF4G1	10	6	4	0.0367158002124467	0.0164179078286527	0.475532659596901	0.847532852165475
EEF1B2	10	7	3	0.0366576455220926	0.045733217547191	0.262192602406773	0.745071428368784
PLA2G10	10	5	5	0.0366443553828903	0.00716712803178804	0.22127181567247	0.690320734028443
TIMM50	10	7	3	0.036612926734179	0.00335279508331898	0.414823067184775	0.801438715296161
ALDH3B1	10	8	2	0.0365630002397228	0.0476881760530584	0.0665457213437161	0.559405962996023
TMED9	10	5	5	0.0364979330072549	0.0199173508642458	0.610298655976554	0.906590313775391
VSIG10	10	7	3	0.036481880672735	0.0137813454040976	0.0414910873877316	0.522805623801352
DDRGK1	10	7	3	0.0364791472034558	0.0490352908003701	0.153576396549984	0.639760209321045
CASZ1	10	5	5	0.0363953478166951	-0.0033134689527471	0.610298655976554	0.906590313775391
GCNT3	10	5	5	0.0363438517668708	0.00397401394474428	0.610298655976554	0.906590313775391
PLD1	10	9	1	0.0361637941978996	0.0177159005265985	0.0414910873877316	0.522805623801352
CKLF	10	6	4	0.0361236197304118	0.0245171049427201	0.308063229907199	0.77534119209603
RAB25	10	5	5	0.0360714800411474	-0.00727506298043149	1	1
OSBPL2	10	6	4	0.0360117269795694	0.012036183920115	0.683480902201426	0.943844307269161
GATA6	10	6	4	0.035915509537931	0.0162830911093314	0.414823067184775	0.801438715296161
CCT2	10	5	5	0.0358914765804541	0.00520114239739665	0.540817904242618	0.885858208708872
TGFBI	10	7	3	0.0358874370900989	0.0257206578860727	0.308063229907199	0.77534119209603
TMPRSS2	10	7	3	0.0358660487402342	0.026913340920303	0.262192602406773	0.745071428368784
MUC13	10	6	4	0.035829611038201	0.00928272836006212	0.262192602406773	0.745071428368784
SERINC5	10	5	5	0.0358153395305835	-0.00412467817680151	0.683480902201426	0.943844307269161
MAN2B2	10	7	3	0.0357522106115292	0.0238672889142379	0.262192602406773	0.745071428368784
EPS8L3	10	6	4	0.0357511008413375	0.0112818473128102	0.262192602406773	0.745071428368784
COMMD3	10	7	3	0.035749982003763	0.0211836239388292	0.0323129112432441	0.513958086545659
FEM1B	10	6	4	0.0356375097681941	0.0202989562698237	0.262192602406773	0.745071428368784
AP1S1	10	6	4	0.0356137120767023	0.0185049687471416	0.414823067184775	0.801438715296161
BOK	10	7	3	0.0355845419902314	0.0288650353534689	0.126278928554698	0.5991146130562
CAPRIN2	10	7	3	0.0354930121394608	0.044167123554127	0.102917539402853	0.563775516315722
CLDN2	10	4	6	0.0354855139901913	-0.00186124667404824	0.918812683274642	1
MUC3A	10	5	5	0.0354133423158736	0.000989899650564382	0.308063229907199	0.77534119209603
AP5M1	10	7	3	0.0353673630329701	0.0488838283804154	0.0665457213437161	0.559405962996023
PIM3	10	6	4	0.0351865052771242	0.0104354367807114	0.414823067184775	0.801438715296161
LASP1	10	6	4	0.0351588003253978	0.0362425320484913	0.358951435852626	0.801438715296161
DDR1	10	5	5	0.0351573029130377	-0.0152103042691829	0.918812683274642	1
ABCC6	10	8	2	0.0351494501172836	0.0153382886784612	0.0190588916017305	0.476904740941323
ELF4	10	8	2	0.0350772903896947	0.0341249313637106	0.0527870006322246	0.559405962996023
SEM1	10	6	4	0.0350746033108987	0.002030351902781	0.610298655976554	0.906590313775391
SP3	10	8	2	0.0349977126474949	0.0406298910852485	0.0665457213437161	0.559405962996023
PPP1R9A	10	4	6	0.034931416964559	-0.00656898772042331	0.683480902201426	0.943844307269161
GATM	10	2	8	0.0348857789819369	-0.0177997234520726	0.153576396549984	0.639760209321045
SUMF2	10	5	5	0.0348729223235675	0.00986304142693314	0.475532659596901	0.847532852165475
IYD	10	2	7	0.0348702566816744	-0.00296794872627839	0.553616991965781	0.897223425152691
CHMP2A	10	6	4	0.0348605108915728	0.031664213103196	0.185143724157873	0.639760209321045
TCP1	10	7	3	0.0348538657247818	0.0274174342995388	0.308063229907199	0.77534119209603
TARS	10	6	4	0.0347549616802186	0.048089783610663	0.262192602406773	0.745071428368784
SHTN1	10	6	4	0.0347157770545342	0.0174256308102839	0.185143724157873	0.639760209321045
PABPC1L	10	5	5	0.0346888939336208	0.0080117126795879	0.540817904242618	0.885858208708872
HDAC1	10	7	3	0.0346819210395052	0.0547769992927168	0.153576396549984	0.639760209321045
RER1	10	6	4	0.0346642189672553	0.0168529344369434	0.308063229907199	0.77534119209603
CLPTM1L	10	8	2	0.0346513025526011	0.0484619993512785	0.185143724157873	0.639760209321045
HGD	10	5	5	0.034640710311326	0.00152415026955562	0.683480902201426	0.943844307269161
GPR89B	10	6	4	0.0346282114041087	0.012945466469051	0.358951435852626	0.801438715296161
LAPTM4B	10	6	4	0.0346098895114532	0.0207356383647027	0.414823067184775	0.801438715296161
PAK4	10	7	3	0.0346056461208063	0.0271507107358695	0.22127181567247	0.690320734028443
TBXAS1	10	7	3	0.0345825339641313	0.0264868340326226	0.126278928554698	0.5991146130562
CLPX	10	8	2	0.0345487841683573	0.0344459518380068	0.126278928554698	0.5991146130562
LAMC1	10	5	5	0.0345283573361264	-0.00218186147989947	0.540817904242618	0.885858208708872
EZR	10	5	5	0.0345125554593076	0.0173838690267412	0.918812683274642	1
HNRNPD	10	5	5	0.0345111780682638	0.0208155087911725	0.540817904242618	0.885858208708872
ITFG1	10	7	3	0.0344975048076814	0.0310008498191842	0.308063229907199	0.77534119209603
GPR160	10	5	5	0.0344790872737334	0.00472786960082324	0.610298655976554	0.906590313775391
NONO	10	7	3	0.0344694473827148	0.0713611076272457	0.308063229907199	0.77534119209603
BCLAF1	10	7	3	0.0344555859102892	0.0460574695374125	0.185143724157873	0.639760209321045
SLK	10	6	4	0.0342357308341504	0.0274410620933675	0.185143724157873	0.639760209321045
RPAP2	10	8	2	0.0342110922201069	0.0297582688275884	0.0831311427008039	0.563775516315722
BIK	10	5	5	0.0341987974958065	-0.0020130284229113	0.918812683274642	1
NEK7	10	7	3	0.0341973484741483	0.0354311399393664	0.126278928554698	0.5991146130562
MPHOSPH10	10	6	4	0.0341740208127819	0.0326879167679972	0.185143724157873	0.639760209321045
PTGES2	10	7	3	0.0341387402443129	0.0328909728024943	0.22127181567247	0.690320734028443
EEPD1	10	7	3	0.0340697181591016	0.0191691037760182	0.22127181567247	0.690320734028443
PTGR1	10	5	5	0.0340593320075326	-0.00213333873422493	0.759765825978067	0.972318037896177
PLXNB3	10	6	4	0.0340352269025797	0.00692701230656921	0.358951435852626	0.801438715296161
CDS2	10	7	3	0.0340216917830893	0.0243421302566101	0.102917539402853	0.563775516315722
CLDN12	10	6	4	0.0339754000008852	0.0167486155027709	0.759765825978067	0.972318037896177
TPBG	10	7	3	0.033962411712098	0.0322641053468748	0.102917539402853	0.563775516315722
DGUOK	10	8	2	0.033941482332825	0.0246327639953185	0.0249324556028631	0.476904740941323
CTDSP2	10	7	3	0.0339133366989241	0.0474740136791456	0.262192602406773	0.745071428368784
P4HA2	10	7	3	0.0338727844474023	0.0350427773092539	0.126278928554698	0.5991146130562
DDIT4	10	5	5	0.0338078198274763	0.0233147189212429	0.308063229907199	0.77534119209603
PLXNA1	10	7	3	0.0337930226919338	0.0380119251090597	0.185143724157873	0.639760209321045
NDFIP2	10	5	5	0.0337876648088904	0.00180172246556389	0.414823067184775	0.801438715296161
ARHGEF38	10	6	4	0.0337508619476678	0.0126757557535761	0.358951435852626	0.801438715296161
MAPK8	10	8	2	0.0337378036977096	0.0306595804896325	0.0414910873877316	0.522805623801352
RTL8A	10	8	2	0.0337065338686475	0.00859333013231298	0.0527870006322246	0.559405962996023
PPHLN1	10	8	2	0.0336787870781353	0.030253212937217	0.0249324556028631	0.476904740941323
RALB	10	8	2	0.0336248343895738	0.04041756233104	0.126278928554698	0.5991146130562
ESRP2	10	8	2	0.0335526940326699	0.0124651782409845	0.262192602406773	0.745071428368784
SPATA5L1	10	7	3	0.0335107035736335	0.0397099196997023	0.0414910873877316	0.522805623801352
ARHGAP8	10	7	3	0.0335023300960286	0.016993241326221	0.22127181567247	0.690320734028443
LMO7	10	4	6	0.0333993066517623	-0.00516427379227685	0.838463781922464	1
EGLN3	10	7	3	0.0333209881866066	0.0266923237830217	0.262192602406773	0.745071428368784
SLC1A5	10	6	4	0.0333077459977102	0.0539587015188945	0.262192602406773	0.745071428368784
TJP3	10	7	3	0.0332992658309191	0.0325186782053487	0.102917539402853	0.563775516315722
HDHD5	10	8	2	0.0332837364778243	0.0248733638659993	0.0414910873877316	0.522805623801352
EPHA2	10	7	3	0.0332705001003772	0.0368430506935246	0.308063229907199	0.77534119209603
AKR1C3	10	2	8	0.0332677583761953	-0.0134626565439013	0.414823067184775	0.801438715296161
BAIAP2L1	10	4	6	0.0331161377187347	-0.00804046759179385	0.918812683274642	1
ATP11A	10	5	5	0.0330975258493431	-0.00640014262749121	0.918812683274642	1
NUCB2	10	7	3	0.0330975123865325	0.0181696033817025	0.22127181567247	0.690320734028443
TMEM123	10	6	4	0.0330908229780282	0.021241912968769	0.414823067184775	0.801438715296161
SMIM10L1	10	7	3	0.0330678231522157	0.0253631607559989	0.0665457213437161	0.559405962996023
NME7	10	8	2	0.0330649443210148	0.0148174999889094	0.0665457213437161	0.559405962996023
RCBTB1	10	7	3	0.0330345403081687	0.0494981772996923	0.0527870006322246	0.559405962996023
ETNK1	10	7	3	0.0330138410743617	0.0250750086640903	0.358951435852626	0.801438715296161
GALNT3	10	4	6	0.0329483410371572	-0.011583372494426	0.918812683274642	1
TALDO1	10	7	3	0.0328994587255802	0.0248391277492545	0.262192602406773	0.745071428368784
BCR	10	7	3	0.0328982195591054	0.0482835307361428	0.185143724157873	0.639760209321045
LARP4B	10	6	4	0.0328759568353015	0.036639322480913	0.308063229907199	0.77534119209603
ATXN2L	10	4	6	0.032871490115543	-0.0318902688237502	1	1
GPALPP1	10	7	3	0.03281889418791	0.0500304079076722	0.0831311427008039	0.563775516315722
MBD4	10	7	3	0.0327893443095915	0.0223781456464267	0.102917539402853	0.563775516315722
TMPO	10	8	2	0.0327693221602961	0.0317395295097955	0.0414910873877316	0.522805623801352
TSR3	10	8	2	0.0327226181113185	0.0446394579348038	0.126278928554698	0.5991146130562
SETD3	10	6	4	0.032682624834604	0.0458874255907588	0.22127181567247	0.690320734028443
BLZF1	10	7	3	0.032680507380709	0.0218435744933962	0.185143724157873	0.639760209321045
LRP5	10	5	5	0.0326764566730806	-0.00561392689208369	0.759765825978067	0.972318037896177
LIF	10	5	5	0.0326212232502334	0.00303884131747153	0.540817904242618	0.885858208708872
TMBIM6	10	6	4	0.0326198547359183	0.0207906921496703	0.918812683274642	1
ZMYND19	10	8	2	0.0326155187257291	0.0204961973123458	0.0190588916017305	0.476904740941323
PDIA2	10	3	7	0.0326073174734799	-0.00384165377695646	1	1
RREB1	10	5	5	0.0326009471082206	0.0100301491620295	0.308063229907199	0.77534119209603
MAT2B	10	9	1	0.0325828617388242	0.0349763687098272	0.0665457213437161	0.559405962996023
ARRDC1	10	6	4	0.0325438681028134	0.0505470640847767	0.358951435852626	0.801438715296161
BAD	10	7	3	0.032533077438114	0.042208333672235	0.0665457213437161	0.559405962996023
CPA6	10	6	4	0.0324273509121621	0.00850381463901498	0.153576396549984	0.639760209321045
SEZ6L2	10	6	4	0.0323806493587026	0.00675954536314343	0.683480902201426	0.943844307269161
CDH6	10	6	4	0.032379422040281	0.00203038743041922	0.540817904242618	0.885858208708872
KCNK1	10	6	4	0.0323347304537953	0.016610341920924	0.308063229907199	0.77534119209603
RDH13	10	7	3	0.032331244511119	0.037690744929402	0.185143724157873	0.639760209321045
DPY19L1	10	5	5	0.0323211311963723	0.0260009480520047	0.22127181567247	0.690320734028443
NAPRT	10	4	6	0.0323159926354785	-0.00523070888402159	0.838463781922464	1
PGD	10	4	6	0.0322571924280576	-0.0022954243145282	0.918812683274642	1
C3orf52	10	6	4	0.0322516709619041	0.0295764429017586	0.126278928554698	0.5991146130562
TMEM14A	10	6	4	0.0322462316949772	0.0191891049065004	0.262192602406773	0.745071428368784
HMG20B	10	7	3	0.0322123085897017	0.045549171721061	0.0831311427008039	0.563775516315722
MLYCD	10	7	3	0.0321537148987082	0.0261836806090564	0.0527870006322246	0.559405962996023
MTMR11	10	5	5	0.0321028195625256	0.00394854115633349	0.262192602406773	0.745071428368784
GPR35	10	6	4	0.0320633371922185	0.044298443703661	0.185143724157873	0.639760209321045
CABIN1	10	8	2	0.0319489602226538	0.0238159204009929	0.0665457213437161	0.559405962996023
